activity_name,product_name,geography,time_period,sector,unit,cas_number
market for styrene-acrylonitrile copolymer,styrene-acrylonitrile copolymer,GLO,2011 - 2025,Chemicals,kg,
market for succinic acid,succinic acid,GLO,2015 - 2025,Chemicals,kg,000110-15-6
market for succinonitrile,succinonitrile,GLO,2025 - 2025,Chemicals,kg,110-61-2
market for sugar beet,sugar beet,CH,2017 - 2025,Agriculture & Animal Husbandry,kg,
market for sugar beet,sugar beet,RoW,2011 - 2025,Agriculture & Animal Husbandry,kg,
market for sugar beet pulp,sugar beet pulp,GLO,2012 - 2025,Agriculture & Animal Husbandry,kg,
"market for sugar beet seed, for sowing","sugar beet seed, for sowing",GLO,1999 - 2025,Agriculture & Animal Husbandry,kg,
"market for sugar beet, organic","sugar beet, organic",CH,2017 - 2025,Agriculture & Animal Husbandry,kg,
market for sugar refinery,sugar refinery,GLO,2011 - 2025,Infrastructure & Machinery; Agriculture & Animal Husbandry,unit,
"market for sugar, from sugar beet","sugar, from sugar beet",GLO,2011 - 2025,Agriculture & Animal Husbandry,kg,
"market for sugar, from sugarcane","sugar, from sugarcane",GLO,2011 - 2025,Agriculture & Animal Husbandry; Fuels,kg,
market for sugarcane,sugarcane,BR,2012 - 2025,Agriculture & Animal Husbandry,kg,
market for sugarcane,sugarcane,CO,2012 - 2025,Agriculture & Animal Husbandry,kg,
market for sugarcane,sugarcane,RoW,2011 - 2025,Agriculture & Animal Husbandry,kg,
"market for sugarcane loading, by loader","sugarcane loading, by loader",GLO,2012 - 2025,Agriculture & Animal Husbandry,ha,
"market for sugarcane transfer, by dump cart","sugarcane transfer, by dump cart",GLO,2012 - 2025,Agriculture & Animal Husbandry,ha,
"market for sugarcane vinasse application, by wheel reel irrigation","sugarcane vinasse application, by wheel reel irrigation",GLO,2012 - 2025,Agriculture & Animal Husbandry,ha,
market for sulfamic acid,sulfamic acid,GLO,2015 - 2025,Chemicals,kg,005329-14-6
"market for sulfate pulp, bleached","sulfate pulp, bleached",RER,2017 - 2025,Pulp & Paper,kg,
"market for sulfate pulp, bleached","sulfate pulp, bleached",RoW,2017 - 2025,Pulp & Paper,kg,
"market for sulfate pulp, unbleached","sulfate pulp, unbleached",RER,2017 - 2025,Pulp & Paper,kg,
"market for sulfate pulp, unbleached","sulfate pulp, unbleached",RoW,2017 - 2025,Pulp & Paper,kg,
"market for sulfidic tailing, off-site, high gold content","sulfidic tailing, off-site, high gold content",ZA,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from cinnabar mine operation","sulfidic tailings, from cinnabar mine operation",CN,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from cinnabar mine operation","sulfidic tailings, from cinnabar mine operation",RoW,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from copper mine operation","sulfidic tailings, from copper mine operation",AU,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from copper mine operation","sulfidic tailings, from copper mine operation",CA,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from copper mine operation","sulfidic tailings, from copper mine operation",CL,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from copper mine operation","sulfidic tailings, from copper mine operation",CN,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from copper mine operation","sulfidic tailings, from copper mine operation",ID,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from copper mine operation","sulfidic tailings, from copper mine operation",KZ,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from copper mine operation","sulfidic tailings, from copper mine operation",PE,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from copper mine operation","sulfidic tailings, from copper mine operation",RoW,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from copper mine operation","sulfidic tailings, from copper mine operation",RU,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from copper mine operation","sulfidic tailings, from copper mine operation",US,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from copper mine operation","sulfidic tailings, from copper mine operation",ZM,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from gold mine operation","sulfidic tailings, from gold mine operation",AR,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from gold mine operation","sulfidic tailings, from gold mine operation",AU,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from gold mine operation","sulfidic tailings, from gold mine operation",BR,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from gold mine operation","sulfidic tailings, from gold mine operation",CA,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from gold mine operation","sulfidic tailings, from gold mine operation",CN,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from gold mine operation","sulfidic tailings, from gold mine operation",CO,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from gold mine operation","sulfidic tailings, from gold mine operation",KZ,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from gold mine operation","sulfidic tailings, from gold mine operation",MX,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from gold mine operation","sulfidic tailings, from gold mine operation",PE,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from gold mine operation","sulfidic tailings, from gold mine operation",PG,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from gold mine operation","sulfidic tailings, from gold mine operation",RoW,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from gold mine operation","sulfidic tailings, from gold mine operation",RU,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from gold mine operation","sulfidic tailings, from gold mine operation",US,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from nickel mine operation","sulfidic tailings, from nickel mine operation",CA,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from nickel mine operation","sulfidic tailings, from nickel mine operation",RoW,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from nickel mine operation","sulfidic tailings, from nickel mine operation",RU,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from nickel mine operation","sulfidic tailings, from nickel mine operation",ZA,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from silver mine operation","sulfidic tailings, from silver mine operation",AU,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from silver mine operation","sulfidic tailings, from silver mine operation",MX,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from silver mine operation","sulfidic tailings, from silver mine operation",RoW,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from silver mine operation","sulfidic tailings, from silver mine operation",US,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from zinc-lead mine operation","sulfidic tailings, from zinc-lead mine operation",AU,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from zinc-lead mine operation","sulfidic tailings, from zinc-lead mine operation",CN,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from zinc-lead mine operation","sulfidic tailings, from zinc-lead mine operation",IN,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from zinc-lead mine operation","sulfidic tailings, from zinc-lead mine operation",KZ,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from zinc-lead mine operation","sulfidic tailings, from zinc-lead mine operation",MX,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from zinc-lead mine operation","sulfidic tailings, from zinc-lead mine operation",PE,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from zinc-lead mine operation","sulfidic tailings, from zinc-lead mine operation",RoW,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, from zinc-lead mine operation","sulfidic tailings, from zinc-lead mine operation",US,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
"market for sulfidic tailings, generic","sulfidic tailings, generic",GLO,2015 - 2025,Waste Treatment & Recycling; Resource Extraction; Metals,kg,
market for sulfite,sulfite,RER,2018 - 2025,Chemicals,kg,14265-45-3
market for sulfite,sulfite,RoW,2011 - 2025,Chemicals,kg,14265-45-3
"market for sulfite pulp, bleached","sulfite pulp, bleached",GLO,2011 - 2025,Pulp & Paper,kg,
market for sulfur,sulfur,GLO,2011 - 2025,Chemicals,kg,007704-34-9
market for sulfur dichloride,sulfur dichloride,RER,2018 - 2025,Chemicals,kg,010545-99-0
market for sulfur dichloride,sulfur dichloride,RoW,2010 - 2025,Chemicals,kg,010545-99-0
"market for sulfur dioxide, liquid","sulfur dioxide, liquid",RER,2011 - 2025,Chemicals,kg,7446-09-5
"market for sulfur dioxide, liquid","sulfur dioxide, liquid",RoW,2011 - 2025,Chemicals,kg,7446-09-5
"market for sulfur hexafluoride, liquid","sulfur hexafluoride, liquid",RER,2018 - 2025,Chemicals,kg,002551-62-4
"market for sulfur hexafluoride, liquid","sulfur hexafluoride, liquid",RoW,2011 - 2025,Chemicals,kg,002551-62-4
market for sulfur stockpiling,sulfur stockpiling,GLO,2007 - 2025,Chemicals,kg,
market for sulfur trioxide,sulfur trioxide,RER,2018 - 2025,Chemicals,kg,7446-11-9
market for sulfur trioxide,sulfur trioxide,RoW,2011 - 2025,Chemicals,kg,7446-11-9
market for sulfuric acid,sulfuric acid,RER,2018 - 2025,Chemicals,kg,007664-93-9
market for sulfuric acid,sulfuric acid,RoW,2011 - 2025,Chemicals,kg,007664-93-9
market for sulfuryl chloride,sulfuryl chloride,GLO,2012 - 2025,Chemicals,kg,007791-25-5
market for sunflower,sunflower,CH,2017 - 2025,Agriculture & Animal Husbandry,kg,
market for sunflower seed,sunflower seed,GLO,2011 - 2025,Agriculture & Animal Husbandry,kg,
"market for sunflower seed, for sowing","sunflower seed, for sowing",GLO,1999 - 2025,Agriculture & Animal Husbandry,kg,
"market for sunflower seed, Swiss integrated production","sunflower seed, Swiss integrated production",CH,2019 - 2025,Agriculture & Animal Husbandry,kg,
market for sunflower silage,sunflower silage,GLO,2011 - 2025,Agriculture & Animal Husbandry,kg,
"market for sunflower, organic","sunflower, organic",CH,2017 - 2025,Agriculture & Animal Husbandry,kg,
"market for sunn hemp plant, harvested","sunn hemp plant, harvested",GLO,2016 - 2025,Agriculture & Animal Husbandry,kg,
market for supplementary cementitious materials,supplementary cementitious materials,BR,2019 - 2025,Waste Treatment & Recycling; Cement & Concrete; Metals,kg,
market for supplementary cementitious materials,supplementary cementitious materials,RER,2019 - 2025,Waste Treatment & Recycling; Cement & Concrete; Metals,kg,
market for supplementary cementitious materials,supplementary cementitious materials,RoW,2019 - 2025,Waste Treatment & Recycling; Cement & Concrete; Metals,kg,
"market for supply air inlet, steel/SS, DN 75","supply air inlet, steel/SS, DN 75",GLO,2011 - 2025,Infrastructure & Machinery,unit,
"market for swath, by rotary windrower","swath, by rotary windrower",GLO,2011 - 2025,Agriculture & Animal Husbandry,ha,
market for sweet corn,sweet corn,RoW,2006 - 2025,Agriculture & Animal Husbandry,kg,
market for sweet corn,sweet corn,US-CA,2014 - 2025,Agriculture & Animal Husbandry,kg,
market for sweet corn,sweet corn,US-FL,2014 - 2025,Agriculture & Animal Husbandry,kg,
market for sweet corn,sweet corn,US-MN,2014 - 2025,Agriculture & Animal Husbandry,kg,
market for sweet corn,sweet corn,US-OR,2014 - 2025,Agriculture & Animal Husbandry,kg,
market for sweet corn,sweet corn,US-WA,2014 - 2025,Agriculture & Animal Husbandry,kg,
market for sweet corn,sweet corn,US-WI,2014 - 2025,Agriculture & Animal Husbandry,kg,
"market for sweet gas, burned in gas turbine","sweet gas, burned in gas turbine",GLO,2011 - 2025,Fuels; Heat,MJ,
market for sweet sorghum grain,sweet sorghum grain,GLO,2012 - 2025,Agriculture & Animal Husbandry,kg,
market for sweet sorghum stem,sweet sorghum stem,GLO,2011 - 2025,Agriculture & Animal Husbandry,kg,
"market for sweetening, natural gas","sweetening, natural gas",GLO,2011 - 2025,Resource Extraction; Fuels,m3,
"market for swine for slaughtering, live weight","swine for slaughtering, live weight",GLO,2009 - 2025,Agriculture & Animal Husbandry,kg,
"market for switch, toggle type","switch, toggle type",GLO,2011 - 2025,Electronics,kg,
"market for synthesis gas, 1 to 1","synthesis gas, 1 to 1",RER,2023 - 2025,Chemicals,kg,
"market for synthesis gas, 1 to 1","synthesis gas, 1 to 1",RoW,2023 - 2025,Chemicals,kg,
"market for synthesis gas, 2 to 1","synthesis gas, 2 to 1",RER,2023 - 2025,Chemicals,kg,
"market for synthesis gas, 2 to 1","synthesis gas, 2 to 1",RoW,2023 - 2025,Chemicals,kg,
"market for synthesis gas, 3 to 1","synthesis gas, 3 to 1",RER,2023 - 2025,Chemicals,kg,
"market for synthesis gas, 3 to 1","synthesis gas, 3 to 1",RoW,2023 - 2025,Chemicals,kg,
